date,variable,value
2019-04-06 00:00:00,type2,10
2014-07-19 00:00:00,type3,10
1981-08-22 00:00:00,type3,10
1999-03-06 00:00:00,type3,6
1993-12-25 00:00:00,type2,8
2005-01-15 00:00:00,type3,11
1984-10-27 00:00:00,type2,10
2013-01-05 00:00:00,type3,7
2011-07-09 00:00:00,type3,9
2018-07-14 00:00:00,type2,8
1997-08-09 00:00:00,type1,14
1981-05-23 00:00:00,type1,10
2006-04-01 00:00:00,type1,12
1999-08-21 00:00:00,type1,11
2006-11-04 00:00:00,type3,8
2010-04-03 00:00:00,type2,NA
2001-08-18 00:00:00,type3,7
2019-05-18 00:00:00,type2,13
2018-04-28 00:00:00,type3,12
1995-08-12 00:00:00,type3,10
2008-02-16 00:00:00,type2,11
1988-12-17 00:00:00,type2,10
1989-06-03 00:00:00,type3,11
2003-05-31 00:00:00,type3,9
1984-09-01 00:00:00,type3,10
1991-05-18 00:00:00,type2,10
1978-09-30 00:00:00,type2,10
1983-08-20 00:00:00,type3,7
2010-01-23 00:00:00,type1,NA
1995-09-23 00:00:00,type2,9
1994-05-21 00:00:00,type1,6
2011-04-16 00:00:00,type1,9
1996-01-06 00:00:00,type3,8
1986-04-19 00:00:00,type3,11
2017-10-28 00:00:00,type1,13
2009-10-31 00:00:00,type2,5
1989-05-13 00:00:00,type1,8
1997-09-20 00:00:00,type3,9
2009-01-31 00:00:00,type2,7
1995-06-17 00:00:00,type3,4
1982-12-18 00:00:00,type2,8
2013-12-21 00:00:00,type3,9
1985-01-26 00:00:00,type1,11
1981-05-09 00:00:00,type1,8
2002-07-06 00:00:00,type3,9
1978-10-07 00:00:00,type3,10
2010-06-05 00:00:00,type1,NA
1981-12-19 00:00:00,type2,12
1997-06-28 00:00:00,type2,13
1998-05-30 00:00:00,type2,8
2018-09-22 00:00:00,type1,5
2001-06-16 00:00:00,type3,11
2006-04-15 00:00:00,type2,6
2003-11-15 00:00:00,type1,5
2012-11-03 00:00:00,type1,11
1995-08-12 00:00:00,type1,8
1995-10-21 00:00:00,type1,11
2016-10-01 00:00:00,type1,10
1979-02-03 00:00:00,type1,9
1998-03-07 00:00:00,type3,10
1990-03-03 00:00:00,type1,8
2003-01-18 00:00:00,type2,9
1994-06-04 00:00:00,type1,12
2003-06-07 00:00:00,type3,9
1979-04-07 00:00:00,type2,7
1982-10-30 00:00:00,type2,13
2015-01-03 00:00:00,type3,12
1994-09-03 00:00:00,type3,12
1991-05-04 00:00:00,type2,10
2015-07-25 00:00:00,type1,10
2009-05-09 00:00:00,type3,10
1978-12-30 00:00:00,type3,9
1985-08-31 00:00:00,type1,12
1999-04-10 00:00:00,type2,12
1978-07-15 00:00:00,type2,12
2000-09-09 00:00:00,type2,7
2018-12-01 00:00:00,type1,9
1984-11-03 00:00:00,type3,8
2009-09-05 00:00:00,type1,11
1981-07-11 00:00:00,type2,10
1981-09-19 00:00:00,type3,7
2000-08-12 00:00:00,type3,9
1994-10-29 00:00:00,type3,9
1986-07-05 00:00:00,type3,9
2016-08-13 00:00:00,type1,8
2015-08-15 00:00:00,type3,7
1983-06-11 00:00:00,type2,7
1990-04-07 00:00:00,type1,10
1983-07-23 00:00:00,type3,11
1997-04-26 00:00:00,type1,8
1999-07-24 00:00:00,type2,8
1983-03-12 00:00:00,type3,7
2012-01-14 00:00:00,type3,12
2004-07-10 00:00:00,type3,8
2011-08-20 00:00:00,type3,14
1992-07-25 00:00:00,type1,11
1984-10-13 00:00:00,type3,9
2015-12-12 00:00:00,type3,7
1983-11-26 00:00:00,type3,8
1989-09-16 00:00:00,type3,9
2013-08-17 00:00:00,type2,10
1981-01-17 00:00:00,type1,12
1982-08-14 00:00:00,type1,10
2002-01-19 00:00:00,type3,6
2010-11-27 00:00:00,type1,13
2012-07-07 00:00:00,type1,13
2010-01-02 00:00:00,type1,NA
2015-11-28 00:00:00,type2,9
2014-06-21 00:00:00,type1,8
2011-03-05 00:00:00,type2,8
2011-06-25 00:00:00,type1,12
1989-10-14 00:00:00,type2,7
1996-02-24 00:00:00,type2,12
1994-05-14 00:00:00,type3,11
1978-08-26 00:00:00,type3,9
1997-08-30 00:00:00,type3,8
1999-09-25 00:00:00,type3,8
2006-02-18 00:00:00,type3,5
2003-10-11 00:00:00,type2,13
1986-10-04 00:00:00,type3,11
1989-12-30 00:00:00,type1,8
1989-08-19 00:00:00,type3,8
2016-09-24 00:00:00,type3,11
1993-03-27 00:00:00,type3,10
2001-01-20 00:00:00,type3,8
1989-10-21 00:00:00,type1,9
1989-04-15 00:00:00,type2,7
1994-12-10 00:00:00,type1,9
1994-09-17 00:00:00,type2,5
1982-03-20 00:00:00,type1,12
2002-10-26 00:00:00,type2,7
2004-04-17 00:00:00,type3,11
2016-11-19 00:00:00,type1,9
1981-11-28 00:00:00,type1,10
1993-04-17 00:00:00,type3,7
2017-01-07 00:00:00,type3,11
1993-12-11 00:00:00,type1,13
1994-05-28 00:00:00,type3,9
2019-10-05 00:00:00,type3,10
-,type3,6
2010-11-13 00:00:00,type1,10
1993-05-15 00:00:00,type1,10
1983-06-04 00:00:00,type3,10
1985-05-04 00:00:00,type1,11
1991-01-19 00:00:00,type3,12
2016-08-06 00:00:00,type3,8
1989-05-20 00:00:00,type2,10
2004-10-02 00:00:00,type3,8
2018-06-23 00:00:00,type3,10
1983-12-24 00:00:00,type3,9
2012-02-18 00:00:00,type3,9
2007-01-27 00:00:00,type3,7
1980-02-09 00:00:00,type1,8
2004-09-18 00:00:00,type1,8
1993-01-23 00:00:00,type2,7
1989-03-25 00:00:00,type1,10
1987-08-08 00:00:00,type1,12
2019-04-20 00:00:00,type1,15
1995-02-25 00:00:00,type1,6
1990-11-24 00:00:00,type3,9
2002-08-10 00:00:00,type2,12
2012-09-01 00:00:00,type2,7
1983-03-05 00:00:00,type2,9
2003-08-30 00:00:00,type3,8
1995-10-07 00:00:00,type3,9
1998-04-11 00:00:00,type3,9
1984-07-07 00:00:00,type3,8
1997-04-19 00:00:00,type3,9
1980-03-15 00:00:00,type3,11
2014-08-23 00:00:00,type2,7
2009-12-26 00:00:00,type3,10
2006-09-23 00:00:00,type2,8
1996-06-01 00:00:00,type1,8
1985-08-31 00:00:00,type2,9
2019-03-16 00:00:00,type2,10
2018-12-08 00:00:00,type3,12
2009-07-11 00:00:00,type2,12
1998-11-07 00:00:00,type2,9
2018-05-12 00:00:00,type1,9
1991-02-16 00:00:00,type3,7
2018-09-29 00:00:00,type2,15
1987-04-11 00:00:00,type2,9
2016-09-03 00:00:00,type1,10
1984-07-21 00:00:00,type3,11
2013-02-09 00:00:00,type2,12
1984-09-15 00:00:00,type1,10
1999-07-24 00:00:00,type3,14
1996-11-16 00:00:00,type2,11
1984-09-29 00:00:00,type1,8
1988-04-02 00:00:00,type3,11
1980-11-22 00:00:00,type2,13
2013-06-29 00:00:00,type3,10
2008-01-26 00:00:00,type1,11
2008-11-15 00:00:00,type1,10
1984-09-15 00:00:00,type2,10
2009-09-26 00:00:00,type2,10
2009-02-07 00:00:00,type3,10
1979-02-24 00:00:00,type2,7
1987-04-25 00:00:00,type2,8
1994-08-20 00:00:00,type3,11
2007-05-19 00:00:00,type2,9
2017-12-23 00:00:00,type2,10
1980-11-29 00:00:00,type2,8
1981-05-30 00:00:00,type3,9
1993-09-25 00:00:00,type1,11
1996-05-04 00:00:00,type3,11
2003-04-26 00:00:00,type2,11
1981-07-04 00:00:00,type3,11
2017-04-29 00:00:00,type3,9
1979-12-29 00:00:00,type3,11
1993-01-02 00:00:00,type1,9
1984-01-14 00:00:00,type1,7
2018-02-03 00:00:00,type1,9
2015-04-11 00:00:00,type1,8
1999-01-23 00:00:00,type1,9
2000-03-18 00:00:00,type1,10
2004-12-04 00:00:00,type2,10
1981-03-07 00:00:00,type3,9
2011-02-12 00:00:00,type3,7
1997-07-26 00:00:00,type2,8
1979-08-11 00:00:00,type2,11
1991-04-06 00:00:00,type2,9
2015-06-20 00:00:00,type1,10
2014-11-01 00:00:00,type2,10
1982-10-09 00:00:00,type1,10
1989-04-22 00:00:00,type1,10
1978-08-12 00:00:00,type3,7
2005-01-22 00:00:00,type1,9
2014-08-09 00:00:00,type1,10
2010-07-31 00:00:00,type3,NA
2008-05-24 00:00:00,type3,6
1997-02-08 00:00:00,type2,10
2019-08-17 00:00:00,type3,10
1986-02-08 00:00:00,type1,7
2000-10-14 00:00:00,type3,7
2004-03-06 00:00:00,type2,11
2007-10-06 00:00:00,type1,8
2002-07-13 00:00:00,type3,6
1981-06-20 00:00:00,type1,8
2010-12-25 00:00:00,type2,10
2016-06-25 00:00:00,type2,9
2004-10-30 00:00:00,type2,6
1985-04-06 00:00:00,type2,9
1992-04-25 00:00:00,type2,9
2018-05-05 00:00:00,type1,9
2000-02-19 00:00:00,type3,8
1985-01-05 00:00:00,type2,11
1988-08-27 00:00:00,type2,12
2005-08-06 00:00:00,type2,6
2019-05-25 00:00:00,type2,7
2013-05-11 00:00:00,type2,9
 ,type2,7
2002-04-13 00:00:00,type3,8
1981-12-05 00:00:00,type1,7
2015-04-11 00:00:00,type3,10
1981-11-07 00:00:00,type3,8
2009-02-07 00:00:00,type2,10
2010-12-18 00:00:00,type2,8
2004-01-24 00:00:00,type1,6
2007-08-18 00:00:00,type3,10
1979-09-15 00:00:00,type2,10
2013-12-28 00:00:00,type3,13
2018-03-24 00:00:00,type1,12
1991-09-07 00:00:00,type3,8
1983-09-24 00:00:00,type2,10
2003-04-19 00:00:00,type3,10
2003-05-24 00:00:00,type2,6
2008-09-06 00:00:00,type1,7
1988-07-23 00:00:00,type3,10
1987-04-04 00:00:00,type2,9
1993-02-13 00:00:00,type2,9
2000-07-29 00:00:00,type2,11
1992-08-29 00:00:00,type2,9
1988-11-05 00:00:00,type2,8
1989-09-23 00:00:00,type2,7
1981-01-31 00:00:00,type3,12
2005-03-26 00:00:00,type2,12
1997-01-04 00:00:00,type3,8
2002-03-09 00:00:00,type2,9
2006-01-07 00:00:00,type2,10
2011-12-03 00:00:00,type1,8
1988-03-19 00:00:00,type3,13
1986-04-19 00:00:00,type1,12
2004-09-11 00:00:00,type1,7
2007-06-02 00:00:00,type3,9
1985-12-28 00:00:00,type1,8
2016-04-16 00:00:00,type2,11
2015-03-14 00:00:00,type3,10
2016-03-12 00:00:00,type3,9
1990-10-06 00:00:00,type3,11
1982-03-13 00:00:00,type1,11
1978-11-18 00:00:00,type1,7
2019-12-28 00:00:00,type1,14
1986-12-27 00:00:00,type1,10
1997-09-13 00:00:00,type1,8
2009-08-08 00:00:00,type1,6
2001-09-01 00:00:00,type1,10
1983-08-13 00:00:00,type1,7
2013-05-04 00:00:00,type3,12
2007-03-31 00:00:00,type1,10
2000-12-09 00:00:00,type2,8
1979-06-30 00:00:00,type3,8
1988-02-27 00:00:00,type2,10
2003-05-10 00:00:00,type1,11
2008-01-26 00:00:00,type3,14
2004-06-26 00:00:00,type2,8
2015-07-18 00:00:00,type3,10
1991-02-23 00:00:00,type3,9
1982-04-24 00:00:00,type3,9
1985-07-06 00:00:00,type3,9
1991-08-10 00:00:00,type3,6
2013-02-02 00:00:00,type3,8
2011-02-12 00:00:00,type2,7
1986-03-22 00:00:00,type3,7
2014-10-18 00:00:00,type3,11
2012-04-14 00:00:00,type3,12
1979-12-22 00:00:00,type1,10
2014-03-22 00:00:00,type2,9
1985-08-03 00:00:00,type3,9
1985-11-09 00:00:00,type3,10
2015-03-07 00:00:00,type3,9
2013-04-27 00:00:00,type3,10
1985-05-25 00:00:00,type1,10
2004-08-07 00:00:00,type3,11
1999-04-24 00:00:00,type1,6
1996-03-30 00:00:00,type1,7
1991-01-12 00:00:00,type2,10
2006-07-15 00:00:00,type2,10
1981-03-28 00:00:00,type1,10
2013-11-09 00:00:00,type2,8
1989-05-13 00:00:00,type2,8
1987-02-21 00:00:00,type2,8
1997-12-06 00:00:00,type1,10
2016-05-14 00:00:00,type1,7
1993-11-13 00:00:00,type2,11
2016-01-23 00:00:00,type2,8
1985-11-16 00:00:00,type3,10
2018-08-11 00:00:00,type2,8
1998-03-07 00:00:00,type1,8
2006-08-19 00:00:00,type2,8
1990-08-25 00:00:00,type1,11
1978-08-26 00:00:00,type1,10
1985-07-20 00:00:00,type2,11
2015-05-02 00:00:00,type2,10
1999-08-28 00:00:00,type1,12
1978-05-13 00:00:00,type2,13
1986-07-19 00:00:00,type3,6
2008-04-26 00:00:00,type1,12
2009-03-14 00:00:00,type1,10
1980-02-23 00:00:00,type2,7
2008-05-31 00:00:00,type1,9
2000-12-02 00:00:00,type1,8
1987-02-14 00:00:00,type2,10
1989-07-01 00:00:00,type2,11
1991-10-26 00:00:00,type1,9
1987-02-28 00:00:00,type1,10
1980-07-05 00:00:00,type2,10
2011-12-10 00:00:00,type3,14
2005-05-07 00:00:00,type2,10
2008-05-24 00:00:00,type2,9
2006-03-25 00:00:00,type1,11
1998-06-06 00:00:00,type2,6
2000-01-01 00:00:00,type2,10
1978-07-15 00:00:00,type1,8
1994-05-07 00:00:00,type1,7
2003-12-20 00:00:00,type2,9
1984-12-15 00:00:00,type1,8
2004-08-28 00:00:00,type1,9
2016-07-09 00:00:00,type2,9
2001-06-30 00:00:00,type2,7
1995-03-18 00:00:00,type1,13
2017-10-28 00:00:00,type2,11
2013-11-02 00:00:00,type3,14
2012-04-07 00:00:00,type1,9
1982-07-31 00:00:00,type1,9
1984-04-14 00:00:00,type1,10
1983-06-18 00:00:00,type2,5
2006-04-15 00:00:00,type3,11
1992-08-01 00:00:00,type3,13
1995-04-01 00:00:00,type1,9
1994-02-05 00:00:00,type2,8
1996-08-10 00:00:00,type3,10
1997-04-05 00:00:00,type1,9
2007-09-15 00:00:00,type3,9
2003-03-01 00:00:00,type2,11
1984-01-28 00:00:00,type1,11
1979-06-09 00:00:00,type3,9
2011-07-30 00:00:00,type1,10
1989-09-23 00:00:00,type1,9
1992-10-17 00:00:00,type3,8
1981-11-14 00:00:00,type1,9
2000-07-22 00:00:00,type3,10
2006-12-09 00:00:00,type1,7
1997-03-22 00:00:00,type2,13
1985-12-28 00:00:00,type3,10
1993-04-03 00:00:00,type2,8
1980-09-13 00:00:00,type2,9
1999-09-18 00:00:00,type1,6
1988-06-04 00:00:00,type3,9
2015-11-07 00:00:00,type2,8
2017-02-25 00:00:00,type1,11
1982-03-20 00:00:00,type2,11
2012-09-29 00:00:00,type3,8
1986-05-03 00:00:00,type2,6
2001-01-06 00:00:00,type2,7
1983-12-17 00:00:00,type3,7
2009-06-13 00:00:00,type2,10
2003-03-22 00:00:00,type3,12
1990-01-27 00:00:00,type3,9
1996-06-29 00:00:00,type2,11
1986-11-15 00:00:00,type2,6
2011-09-24 00:00:00,type1,4
-,type2,10
2004-01-31 00:00:00,type2,8
2002-02-16 00:00:00,type2,11
1983-04-09 00:00:00,type3,9
2013-08-10 00:00:00,type3,9
2001-02-24 00:00:00,type3,10
2004-03-13 00:00:00,type1,8
2013-06-15 00:00:00,type1,8
2013-03-23 00:00:00,type2,7
2007-09-08 00:00:00,type1,8
2007-12-01 00:00:00,type1,12
2004-06-12 00:00:00,type1,9
2000-12-16 00:00:00,type3,6
2014-12-27 00:00:00,type1,13
1987-09-26 00:00:00,type2,10
2010-07-17 00:00:00,type2,NA
1999-07-10 00:00:00,type3,9
1979-11-17 00:00:00,type2,11
1996-08-31 00:00:00,type3,10
1996-10-12 00:00:00,type2,6
1996-07-20 00:00:00,type2,5
2011-10-22 00:00:00,type2,8
1986-01-25 00:00:00,type3,10
2000-10-21 00:00:00,type2,13
1984-11-03 00:00:00,type1,5
2016-05-28 00:00:00,type3,13
1993-10-16 00:00:00,type2,9
2006-01-07 00:00:00,type1,9
1997-01-25 00:00:00,type2,12
1988-10-01 00:00:00,type3,11
2001-06-23 00:00:00,type2,8
1981-04-04 00:00:00,type3,12
2018-03-17 00:00:00,type2,8
2017-06-03 00:00:00,type2,13
2014-10-11 00:00:00,type3,12
2003-09-06 00:00:00,type3,10
1985-06-01 00:00:00,type2,13
1993-08-07 00:00:00,type3,9
1981-03-28 00:00:00,type3,7
1997-07-19 00:00:00,type2,11
1978-04-08 00:00:00,type2,8
1996-11-02 00:00:00,type3,8
2009-11-21 00:00:00,type1,8
2015-03-14 00:00:00,type2,7
2005-02-12 00:00:00,type2,9
1997-10-25 00:00:00,type3,10
2018-03-31 00:00:00,type2,11
1989-08-05 00:00:00,type3,13
1982-10-30 00:00:00,type1,12
2001-10-13 00:00:00,type1,10
1991-05-25 00:00:00,type2,10
2010-10-16 00:00:00,type2,13
2014-12-06 00:00:00,type3,13
1985-07-13 00:00:00,type1,8
1987-04-18 00:00:00,type2,11
1983-09-03 00:00:00,type1,12
2016-01-02 00:00:00,type3,11
1994-08-27 00:00:00,type2,7
2019-08-24 00:00:00,type2,12
2002-05-11 00:00:00,type2,10
1998-05-09 00:00:00,type3,11
1997-08-09 00:00:00,type3,10
1991-11-02 00:00:00,type3,8
2005-02-12 00:00:00,type1,8
 ,type1,11
2006-02-11 00:00:00,type2,11
2015-11-28 00:00:00,type3,12
2004-04-10 00:00:00,type1,12
2011-09-24 00:00:00,type2,12
1989-12-16 00:00:00,type2,9
1983-04-02 00:00:00,type3,8
1991-03-09 00:00:00,type2,8
1979-09-22 00:00:00,type2,11
2012-03-10 00:00:00,type1,12
2000-02-05 00:00:00,type2,11
2017-10-21 00:00:00,type1,13
2003-03-29 00:00:00,type3,7
2003-05-03 00:00:00,type1,9
1988-01-02 00:00:00,type1,9
1981-05-02 00:00:00,type1,10
1998-02-14 00:00:00,type2,7
2018-08-18 00:00:00,type2,7
2003-03-29 00:00:00,type2,8
2015-06-06 00:00:00,type1,10
2013-07-13 00:00:00,type1,10
2011-03-26 00:00:00,type3,8
1983-07-23 00:00:00,type2,10
1980-07-26 00:00:00,type3,13
2008-08-09 00:00:00,type3,9
1998-08-01 00:00:00,type3,10
2017-08-05 00:00:00,type1,9
1980-01-19 00:00:00,type1,7
2004-04-03 00:00:00,type3,6
1985-07-27 00:00:00,type3,10
1991-06-08 00:00:00,type2,14
1987-03-28 00:00:00,type2,8
2019-10-05 00:00:00,type1,12
2006-01-28 00:00:00,type1,10
2011-08-06 00:00:00,type3,9
2008-02-09 00:00:00,type1,12
2015-08-22 00:00:00,type2,4
2002-01-12 00:00:00,type2,8
1983-09-17 00:00:00,type2,8
2008-07-19 00:00:00,type2,11
2013-09-07 00:00:00,type1,12
2005-01-08 00:00:00,type1,10
1982-08-14 00:00:00,type3,10
2000-04-08 00:00:00,type2,9
1997-11-29 00:00:00,type1,11
2008-05-31 00:00:00,type2,10
1989-09-30 00:00:00,type2,9
1997-06-28 00:00:00,type1,9
2017-04-15 00:00:00,type1,9
1996-05-11 00:00:00,type1,13
1978-10-07 00:00:00,type2,10
2001-02-10 00:00:00,type2,9
2005-03-26 00:00:00,type1,8
1994-12-03 00:00:00,type3,9
2016-01-16 00:00:00,type1,9
2003-08-02 00:00:00,type1,10
2011-04-16 00:00:00,type2,10
1988-05-07 00:00:00,type1,8
2008-04-05 00:00:00,type2,7
1986-04-12 00:00:00,type2,10
1982-10-23 00:00:00,type1,8
2009-02-28 00:00:00,type3,9
2017-10-14 00:00:00,type3,9
1992-11-28 00:00:00,type3,8
1993-06-19 00:00:00,type2,9
2005-10-22 00:00:00,type3,6
2017-09-02 00:00:00,type1,12
2015-06-20 00:00:00,type3,8
-,type2,10
1996-04-27 00:00:00,type1,9
2001-07-14 00:00:00,type1,7
2017-04-01 00:00:00,type2,12
1992-10-03 00:00:00,type2,9
2013-10-12 00:00:00,type3,9
2005-01-15 00:00:00,type1,9
2003-12-27 00:00:00,type3,11
1990-08-11 00:00:00,type3,10
2015-09-05 00:00:00,type1,12
2012-05-12 00:00:00,type3,7
2004-01-24 00:00:00,type2,8
2004-10-30 00:00:00,type3,9
2013-01-05 00:00:00,type1,10
1989-07-22 00:00:00,type1,8
1983-05-07 00:00:00,type2,10
1988-08-20 00:00:00,type3,11
2002-05-11 00:00:00,type3,7
1989-01-07 00:00:00,type3,11
1979-03-24 00:00:00,type3,9
1990-12-08 00:00:00,type2,8
1995-12-02 00:00:00,type3,11
2001-04-28 00:00:00,type3,10
1995-11-04 00:00:00,type2,9
1989-12-30 00:00:00,type2,10
1999-12-04 00:00:00,type3,9
1997-01-25 00:00:00,type3,9
1982-07-10 00:00:00,type2,4
1981-09-19 00:00:00,type1,10
1999-06-05 00:00:00,type3,9
1997-05-10 00:00:00,type2,8
2017-05-06 00:00:00,type2,10
1992-09-26 00:00:00,type2,8
1988-11-26 00:00:00,type1,6
2016-07-16 00:00:00,type3,10
1978-11-04 00:00:00,type3,7
2006-10-21 00:00:00,type2,7
1995-08-26 00:00:00,type1,10
2017-08-12 00:00:00,type3,10
1982-09-11 00:00:00,type2,6
1996-08-17 00:00:00,type3,10
2013-01-12 00:00:00,type1,8
2011-10-15 00:00:00,type2,11
2018-09-01 00:00:00,type3,8
2018-07-28 00:00:00,type1,8
2016-02-13 00:00:00,type2,12
1998-03-28 00:00:00,type3,10
1991-01-26 00:00:00,type2,11
1983-08-27 00:00:00,type2,11
1980-06-21 00:00:00,type2,11
2014-02-22 00:00:00,type1,11
2002-04-13 00:00:00,type1,12
2017-12-30 00:00:00,type1,10
1989-05-20 00:00:00,type1,10
1978-06-24 00:00:00,type3,9
2016-03-19 00:00:00,type1,8
1982-11-20 00:00:00,type3,10
2017-02-18 00:00:00,type2,11
1993-05-01 00:00:00,type3,7
1984-04-28 00:00:00,type2,12
2013-10-19 00:00:00,type1,9
1989-12-16 00:00:00,type3,12
2016-07-02 00:00:00,type1,8
-,type1,6
1979-08-04 00:00:00,type1,11
1985-05-11 00:00:00,type1,9
2010-04-03 00:00:00,type3,NA
1995-11-25 00:00:00,type3,10
2015-07-11 00:00:00,type3,8
1983-03-26 00:00:00,type2,10
2008-10-25 00:00:00,type2,8
2009-03-28 00:00:00,type1,8
1986-04-26 00:00:00,type1,10
2005-12-24 00:00:00,type1,7
1987-01-10 00:00:00,type1,9
2000-08-26 00:00:00,type1,9
1980-02-02 00:00:00,type3,12
1993-12-18 00:00:00,type2,7
1983-02-19 00:00:00,type1,10
2009-09-19 00:00:00,type2,9
2017-04-08 00:00:00,type1,13
2002-11-09 00:00:00,type2,7
1985-02-23 00:00:00,type3,9
1997-11-22 00:00:00,type3,9
1987-07-25 00:00:00,type3,5
1996-01-27 00:00:00,type1,10
1989-01-21 00:00:00,type2,10
1998-07-25 00:00:00,type2,11
1988-10-15 00:00:00,type2,12
2006-02-04 00:00:00,type1,10
1994-02-26 00:00:00,type2,8
2000-09-30 00:00:00,type1,11
2000-07-01 00:00:00,type3,11
1979-02-03 00:00:00,type3,10
2019-12-28 00:00:00,type2,8
2004-11-20 00:00:00,type1,12
1999-05-29 00:00:00,type2,9
2011-12-24 00:00:00,type2,11
2005-04-23 00:00:00,type1,12
1989-10-28 00:00:00,type1,8
1978-07-01 00:00:00,type3,8
2016-02-20 00:00:00,type1,11
1986-06-21 00:00:00,type2,10
2013-03-16 00:00:00,type1,10
2008-04-05 00:00:00,type1,10
1995-07-15 00:00:00,type1,9
1979-08-11 00:00:00,type3,11
2019-11-09 00:00:00,type1,10
2014-10-11 00:00:00,type1,9
1987-04-25 00:00:00,type3,8
1998-01-17 00:00:00,type3,10
2006-10-28 00:00:00,type3,11
2013-06-29 00:00:00,type2,10
2014-05-24 00:00:00,type3,9
2015-07-18 00:00:00,type1,5
1982-02-20 00:00:00,type3,7
1991-08-03 00:00:00,type3,8
2011-03-19 00:00:00,type1,6
1997-06-07 00:00:00,type3,7
2007-04-28 00:00:00,type2,6
1999-02-06 00:00:00,type1,11
1989-11-11 00:00:00,type2,7
1978-12-16 00:00:00,type2,12
1983-10-15 00:00:00,type1,7
1978-10-14 00:00:00,type2,9
1994-11-05 00:00:00,type3,11
1988-04-23 00:00:00,type3,11
1989-03-04 00:00:00,type3,12
1989-09-30 00:00:00,type3,8
1984-05-26 00:00:00,type3,11
1998-04-25 00:00:00,type2,7
2016-07-02 00:00:00,type3,10
1987-01-17 00:00:00,type3,6
1980-08-09 00:00:00,type3,9
1980-10-04 00:00:00,type1,8
2012-11-24 00:00:00,type2,9
2017-03-18 00:00:00,type3,8
2002-01-26 00:00:00,type2,11
1990-03-24 00:00:00,type2,8
2010-07-31 00:00:00,type1,NA
1987-11-28 00:00:00,type3,10
1996-03-16 00:00:00,type3,7
2005-11-26 00:00:00,type1,6
2008-11-22 00:00:00,type1,9
2005-06-25 00:00:00,type2,9
1990-09-22 00:00:00,type1,13
2013-01-12 00:00:00,type2,9
2000-09-16 00:00:00,type3,6
1987-12-12 00:00:00,type3,10
2012-04-21 00:00:00,type3,13
2000-02-12 00:00:00,type3,10
2001-03-10 00:00:00,type2,11
1987-04-04 00:00:00,type3,9
2000-11-11 00:00:00,type1,11
1991-02-02 00:00:00,type1,7
2002-07-27 00:00:00,type3,10
1979-04-14 00:00:00,type2,9
2000-06-03 00:00:00,type3,12
1990-08-04 00:00:00,type2,13
1988-04-09 00:00:00,type1,9
1979-12-01 00:00:00,type2,10
1990-10-27 00:00:00,type1,10
2001-12-01 00:00:00,type2,13
1992-12-12 00:00:00,type3,10
1999-07-03 00:00:00,type3,10
1985-07-20 00:00:00,type1,5
-,type3,9
2012-11-10 00:00:00,type1,13
2011-10-01 00:00:00,type3,7
1982-05-08 00:00:00,type3,12
2010-03-20 00:00:00,type1,NA
1986-04-05 00:00:00,type3,8
2002-04-06 00:00:00,type1,10
2016-05-07 00:00:00,type1,11
2019-08-10 00:00:00,type1,11
1984-05-12 00:00:00,type3,11
2009-11-14 00:00:00,type1,11
1993-12-11 00:00:00,type3,9
2014-12-20 00:00:00,type3,10
1994-01-01 00:00:00,type3,9
1979-03-03 00:00:00,type1,8
1991-09-28 00:00:00,type2,9
2014-05-17 00:00:00,type1,6
1982-09-11 00:00:00,type3,11
1987-01-17 00:00:00,type2,10
2010-01-16 00:00:00,type2,NA
2012-06-09 00:00:00,type1,13
2013-08-10 00:00:00,type2,9
2018-10-27 00:00:00,type2,10
1997-08-16 00:00:00,type2,11
2011-10-29 00:00:00,type3,10
2000-12-23 00:00:00,type2,8
1981-06-20 00:00:00,type2,9
2013-10-05 00:00:00,type2,10
2001-08-11 00:00:00,type1,8
2006-06-03 00:00:00,type2,8
1979-03-17 00:00:00,type2,8
1993-12-25 00:00:00,type1,8
1984-04-28 00:00:00,type3,12
1987-01-24 00:00:00,type1,8
1993-07-24 00:00:00,type3,11
1984-09-29 00:00:00,type3,10
1987-07-18 00:00:00,type1,9
2009-04-04 00:00:00,type3,9
1991-05-11 00:00:00,type1,9
2005-11-19 00:00:00,type3,12
1999-07-17 00:00:00,type1,8
1979-09-22 00:00:00,type3,6
1988-10-29 00:00:00,type2,8
1990-09-01 00:00:00,type2,13
2005-08-27 00:00:00,type2,9
1997-11-22 00:00:00,type1,11
2008-12-27 00:00:00,type2,10
1999-08-14 00:00:00,type1,13
2010-08-07 00:00:00,type3,10
1983-11-26 00:00:00,type2,8
2011-09-03 00:00:00,type2,10
1988-04-02 00:00:00,type2,9
1983-04-16 00:00:00,type2,7
1993-07-24 00:00:00,type2,6
2001-10-13 00:00:00,type3,10
1986-10-25 00:00:00,type2,10
2007-03-24 00:00:00,type1,7
2018-08-25 00:00:00,type3,9
2000-02-26 00:00:00,type1,10
1992-03-14 00:00:00,type1,13
1999-12-25 00:00:00,type3,12
2015-09-05 00:00:00,type2,11
1986-10-18 00:00:00,type3,10
1988-04-23 00:00:00,type2,9
1980-01-12 00:00:00,type3,7
1992-09-12 00:00:00,type2,11
2017-10-21 00:00:00,type3,5
1986-02-01 00:00:00,type3,7
1986-01-11 00:00:00,type2,9
2008-11-08 00:00:00,type2,10
1994-07-09 00:00:00,type1,8
